storage,area,discharge
0,0.0,0.0
30,0.01,0.0
40,0.01,0.0
90,0.03,0.0
168,0.07,0.0
293,0.17,0.02452352
400,0.28,0.04339264
492,0.37,0.06226176
685,0.47,0.09622272
872,0.59,0.1327622
1140,0.74,0.1772307
1464,0.96,0.21
3000,1.23,0.31
3712,1.61,0.6079744
4140,2.02,1.06
4980,2.6,2.104845
6000,3.15,3.810311
7000,3.75,5.746116
7790,4.48,7.0
