storage,area,discharge
0.0,0.0,0.0
1680.0,0.93,0.0
2593.85,2.46,0.0
3660.0,3.98,0.006364267
6440.0,6.51,0.02272715
9970.0,9.72,0.04749952
15750.0,14.97,0.07749943
25760.0,22.67,0.09700046
42110.0,31.75,0.1209841
56360.0,42.72,0.1380329
73360.0,54.05,0.1577052
87910.0,65.24,0.174754
108240.0,77.2,0.3631769
124340.0,87.93,0.6759953
136400.0,97.98,1.149991
150000.0,111.58,1.72
