storage,area,discharge
0,0.0,0.0
870,0.23,0.0
2000,1.17,0.02117671
9600,3.69,0.07714332
17000,7.39,0.12
19800,10.5,0.1397992
35520,15.12,0.2146001
41000,22.95,0.23
52260,30.99,0.2760006
73910,41.82,0.9
88910,56.82,1.408356
98430,72.69,1.763333
160000,106.89,3.449972
200000,140.23,4.823534
267200,173.83,7.45
