storage,area,discharge
0,0.0,0.0
1310,0.25,0.0
4180,0.71,0.0
7900,1.52,0.0
12360,2.63,0.0
18180,3.82,0.0
25000,7.23,0.0
32100,9.6,0.05
38810,14.07,0.06499924
55780,19.21,0.09285668
82490,28.12,0.1142856
121110,41.91,0.142
149620,60.3,0.1800022
168420,85.37,0.2
450000,125.03,4.74
642000,174.26,10.72
