storage,area,discharge
0,0.0,0.0
40,0.01,0.0
90,0.02,0.1005624
300,0.05,0.1983098
600,0.11,0.2591544
910,0.19,0.308591
1520,0.31,0.3553804
2100,0.45,0.392487
2890,0.61,0.4339085
4010,0.83,0.4779189
4390,1.1,0.49
6150,1.47,0.5379998
7690,1.98,0.576
9660,2.6,0.7
11110,3.14,1.56553
12580,3.77,2.635379
16000,4.46,7.88
